gateway,gateway_document_number,gateway_name
WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA | 18490448000104,18490448000104,WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA
Bytech Ltda | cd0b1481-73ea-4f9b-8f5b-448ab45a4495,31823471000123,Bytech Ltda
PLAY GAMES E ENTRETENIMENTO LTDA | 8fdbe317-1bd9-4d9f-bc2d-3e4d0fb23795,55208141000196,PLAY GAMES E ENTRETENIMENTO LTDA
PAGFAST | ba5eb47f-6456-4cf4-a2e6-8aa3bd265a01,46261360000148,PAGFAST
HKPPAY PAGAMENTOS E COBRANCAS LTDA | ad3831d5-feb5-45bc-8888-3ba28b8e5669,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
NSX Brasil S.A. | 55056104000100,55056104000100,NSX Brasil S.A.
ALL BETS | fa03bf2c-7523-4c05-bd44-ab9fab10e4c0,93138451000170,ALL BETS
Suitpay Instituicao de Pagamentos Ltda | 53449850-178c-4ecd-b86b-a0e5922637a1,38333425000195,Suitpay Instituicao de Pagamentos Ltda
PIXS COBRANCA E SERVICOS EM TECNOLOGIA SA | 40953545000137,40953545000137,PIXS COBRANCA E SERVICOS EM TECNOLOGIA SA
Big Bang Instituição de Pagamento Ltda | f5f4e031-0948-4ea5-92bd-8ad5a1511770,35795575000122,Big Bang Instituição de Pagamento Ltda
SWIFT PAY | 6c6f7f66-9562-49ad-92f2-ebb37dd0ef0a,53793960000112,SWIFT PAY
RMT LOGAME LTDA | 56349116000195,56349116000195,RMT LOGAME LTDA
GAMEWIZ | 7edc2a40-eb95-4b49-8d7c-cacbc1ecf303,56195099000189,GAMEWIZ
GLOBAL PIX INTERMEDIACAO DE PAGAMENTOS E PROCESSADORA LTDA | 13142c9f-8dd0-4c1b-b144-5370efd8e7f8,47208470000109,GLOBAL PIX INTERMEDIACAO DE PAGAMENTOS E PROCESSADORA LTDA
WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA | 39538601-fb66-464e-8fd3-198cd514fef9,32708748000130,WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA
GAMEWIZ BRASIL LTDA | 46380a83-f5c2-4327-8e7c-8ecac5a24850,56195099000189,GAMEWIZ BRASIL LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 2cc9bfa1-c1ed-4529-a633-31575bb13454,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
Wudi pay Correspondente de Instituicao Financeira Ltda | 3c634392-6187-43f3-b1ee-ac37ed69b251,18490448000104,Wudi pay Correspondente de Instituicao Financeira Ltda
XGOOD | 48206461000141,48206461000141,XGOOD
SQALAPAY PAGAMENTOS LTDA | 348ca0fe-146f-4673-9bdd-54df0585651e,49618422000114,SQALAPAY PAGAMENTOS LTDA
Gamewiz | edd1534c-4ada-47ba-8f02-bd77d1820096,56195099000189,Gamewiz
ZAMO PAGO LTDA | 55863405000145,55863405000145,ZAMO PAGO LTDA
Ezzepay Solucoes de Pagamentos Ltda | bae97233-3b15-4499-82eb-596474be59de,37743906000106,Ezzepay Solucoes de Pagamentos Ltda
F7 JOGOS LTDA | 20f07b1b-f518-42a6-aa23-eb2604c05ef6,57972577000182,F7 JOGOS LTDA
BLISS PAGAMENTOS LTDA | e8a3d423-601a-4105-8e92-c74b6901eb28,31172740000139,BLISS PAGAMENTOS LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 3a95127f-de04-40ee-b0ea-56a145f02b88,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
ROCKET PAGO LTDA | 9d574483-08df-438f-b56c-c21e7b87c236,57252890000146,ROCKET PAGO LTDA
ROCKET PAGO LTDA | b16e3c98-7c67-4627-8d00-7462cf8d18f6,57252890000146,ROCKET PAGO LTDA
ALL BETS | 0a832d91-cb86-4048-94d6-0e42853783d6,93138451001223,ALL BETS
REALS BRASIL LTDA. | 75833a6e-eb30-48fa-90bb-f267c1fee4f4,56197912000150,REALS BRASIL LTDA.
ALL BETS | 73c28d7d-405d-484c-b9ba-442a95bea352,93138451000170,ALL BETS
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 32ca2334-113b-4278-84f4-9538a035cf50,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
BLISS PAGAMENTOS LTDA | 4558d1cf-5f9b-4ab6-b929-a06b022b610a,31172740000139,BLISS PAGAMENTOS LTDA
Just Pagamentos Ltda | 6d6fd351-5005-425f-bfa1-61883af944eb,34882109000111,Just Pagamentos Ltda
EXPAG SOLUCOES EM PAGAMENTOS E REPRESENTACAO COMERCIAL LTDA | 09353f7b-7bbf-4107-9f94-dcf9fc061549,32906701000180,EXPAG SOLUCOES EM PAGAMENTOS E REPRESENTACAO COMERCIAL LTDA
ALL BETS | 8c60444f-1de6-46a1-abae-e3d60ccb2b97,93138451001223,ALL BETS
WWW PAGO | b6264e2a-41a9-4f0e-bc26-dc0de128cec1,54377555000186,WWW PAGO
BRILLIANT GAMING LTDA | 68052247-fcd1-44dc-8904-2070b1e737d5,56259060000188,BRILLIANT GAMING LTDA
Gamewiz | f0ca95eb-a9dc-474f-ae13-73576d05f8a9,56195099000189,Gamewiz
HKP PAY MEIOS DE PAGAMENTOS LTDA | 50742495000100,50742495000100,HKP PAY MEIOS DE PAGAMENTOS LTDA
MAXIMABET | caefcf42-77fc-4623-aa01-8e5b5f904594,56183358000151,MAXIMABET
Ventmear Brasil LTDA | 52868380000184,52868380000184,Ventmear Brasil LTDA
FOGGO ENTERTAINMENT LTDA. | 206469f2-c54a-4e50-8ed6-b04f3eb5dc67,56431248000161,FOGGO ENTERTAINMENT LTDA.
ALL BETS | 1fb42e21-81e8-4f4d-991d-270cf4af191f,93138451001223,ALL BETS
CLEARPAY SOLUCOES FINANCEIRAS LTDA | 79789aca-bde9-49e1-8a7d-741ff967d062,56907517000113,CLEARPAY SOLUCOES FINANCEIRAS LTDA
Sortenabet Gaming Brasil S.A | 5bf772c1-3704-47bb-9a33-4b340cc0ea9f,54989030000100,Sortenabet Gaming Brasil S.A
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 292ce042-ffc0-41b9-b501-4e86adf56d4f,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | d9b449a4-ac30-425b-8e22-df62d35753bc,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
Pixcred Sociedade de Crédito Direto S/A | 42510062000193,42510062000193,Pixcred Sociedade de Crédito Direto S/A
RIOPAG S/A | 40953545000137,40953545000137,RIOPAG S/A
LUCKY GAMING LTDA | 76fa673e-0a5d-4cf6-b560-ffb2cfcf1fd8,56212040000151,LUCKY GAMING LTDA
LOGAME DO BRASIL | 8a172f51-ae2c-4043-bb35-9d3ae5dcad72,56349116000195,LOGAME DO BRASIL
Sortenabet Gaming Brasil SA | f55da225-e978-4d94-8b3e-3f2e829ad7a3,54989030000100,Sortenabet Gaming Brasil SA
pixs cobranca e servicos em tecnologia s.a | 988628be-5129-4cde-9837-594172f04d25,40953545000137,pixs cobranca e servicos em tecnologia s.a
ROCKET PAGO LTDA | aa9b908b-1052-4ada-9ec6-ae6ed8690ce5,57252890000146,ROCKET PAGO LTDA
BRAZINO 777 | 373aa3e2-38a1-45f2-9260-68f1e9ad322d,55399607000188,BRAZINO 777
YE  PAY SERVICOS FINANCEIROS LTDA | ecef99eb-598e-476b-bd67-df63d4e34d25,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
BRAZINO777 | 55399607000188,55399607000188,BRAZINO777
APOSTA GANHA LOTERIAS LTDA | 56001749000108,56001749000108,APOSTA GANHA LOTERIAS LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | c8a6c142-ddab-4a54-936e-16776eba95ec,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
ADX PAYMENT EXPRESS LTDA | mo03082024@gmail.com,53186737000107,ADX PAYMENT EXPRESS LTDA
ROCKET PAGO LTDA | 8d956892-9d1d-48ed-ba92-c0091cc73f42,57252890000146,ROCKET PAGO LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 7b5c0ef0-26e3-45a1-9e2a-7c51e4d8db58,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
RR NEGOCIOS PUBLICIDADES E LOTERIAS | 23159703000162,23159703000162,RR NEGOCIOS PUBLICIDADES E LOTERIAS
VARGAS TECNOLOGIA E VENDAS ONLINE LTDA | 04721736000100,4721736000100,VARGAS TECNOLOGIA E VENDAS ONLINE LTDA
SUPREMA BET LTDA | 3cfe3c33-d27c-4f7e-ad67-6445604b6893,56183358000151,SUPREMA BET LTDA
HKPAY_2 | 48206461000141,48206461000141,HKPAY_2
JPS INTERMEDIACOES E SERVICOS FINANCEIROS LTDA | c5723de2-cabd-4a10-a92c-7426a266e15a,47726411000122,JPS INTERMEDIACOES E SERVICOS FINANCEIROS LTDA
Okto Pagamentos S.A. | 2e5c27f9-a223-47ea-af7c-f233e0aa15a3,44783669000172,Okto Pagamentos S.A.
ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL | 22fa1a9e-c896-4ec4-be04-68ea5c8726f0,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL
BLOW MARKETPLACE LTDA | 100ae27f-f473-4b58-95ba-4cda7b54df49,37486405000191,BLOW MARKETPLACE LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | 6835fabf-a8fa-4df4-8581-86501f2ebd5b,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
SORTENABET -  Superbet88 International NV. | 22443203000276,22443203000276,SORTENABET -  Superbet88 International NV.
Broker  | 52834886000172,52834886000172,Broker
ALL PAY MEIOS DE PAGAMENTO LTDA | 52371202000143,52371202000143,ALL PAY MEIOS DE PAGAMENTO LTDA
BETBR LOTERIAS LTDA | 948a296e-686a-4f3f-a5e8-af18b4108f98,55881028000177,BETBR LOTERIAS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | fce26e98-eb8d-4809-a5bc-f6e49e2a14ee,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
VIRTUAL SOLUCOES EM TECNOLOGIA LTDA | 46481607000131,46481607000131,VIRTUAL SOLUCOES EM TECNOLOGIA LTDA
ALL BETS | 57c87c69-badf-4d24-9a60-d85bdceec592,93138451001223,ALL BETS
VARGAS TECNOLOGIA E VENDAS ONLINE | 04721736000100,4721736000100,VARGAS TECNOLOGIA E VENDAS ONLINE
MONETA TRANSFER LTDA | 9f5bc53a-b1bc-42d2-a7a3-c2d1609d1811,48206461000141,MONETA TRANSFER LTDA
JUST PAGAMENTOS LTDA | 3f1bf725-28db-4576-a7eb-cf51b38819a6,34882109000111,JUST PAGAMENTOS LTDA
OPP SES FRVICOINANCEIROS E COBRANCAS | c63aa604-bb9f-44e1-b019-c52112ddf901,16944045000154,OPP SES FRVICOINANCEIROS E COBRANCAS
Pagfast Cobrança e Serviço em Tecnologia Ltda | 46261360000148,46261360000148,Pagfast Cobrança e Serviço em Tecnologia Ltda
YE  PAY SERVICOS FINANCEIROS LTDA | 909cfc27-6d13-4632-ab72-9cc1bd94f398,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
Genial - Transactional | 54951974000180,54951974000180,Genial - Transactional
Brapay Negocios e Participacoes Ltda | 57e55df9-364c-42e6-9190-d075a2115e4e,49138107000190,Brapay Negocios e Participacoes Ltda
LOCALPAY DO BRASIL | 32364718000153,32364718000153,LOCALPAY DO BRASIL
OKP Izzicasino | 35210410000141,35210410000141,OKP Izzicasino
BETBOOM LTDA | 3f170e28-ffb0-4023-b6c7-827e5dc8280e,54951974000180,BETBOOM LTDA
BLAC JOGOS LTDA | d68f345d-7dc2-44df-bde6-6c9896a72465,55988317000170,BLAC JOGOS LTDA
YE  PAY SERVICOS FINANCEIROS LTDA | 9c5e19c6-cff2-46f2-9761-5bedaaa17427,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
ZRO INSTITUICAO DE PAGAMENTO SA | df9a4ab9-75f0-4398-a75b-b6e4925b872e,26264220000116,ZRO INSTITUICAO DE PAGAMENTO SA
XEPAY | 49462916000152,49462916000152,XEPAY
OKP 447 DUTY FREE SHOP | dabfec5e-f547-425d-ba12-abfcb6f1ee96,35210410000141,OKP 447 DUTY FREE SHOP
Pixbet Solucoes Tecnologicas Ltda | 40633348000130,40633348000130,Pixbet Solucoes Tecnologicas Ltda
H R MARTINS | 196a2467-281a-4d88-a14b-e8bda6c55f5a,12004779000100,H R MARTINS
Okto Pagamentos S.A. | 6fe28428-531c-45a8-80dc-290943e587ed,44783669000172,Okto Pagamentos S.A.
Skinclub | 3cdbcf40-0386-4eb2-a9ac-fcef8daf70c3,35210410000141,Skinclub
OKP Nepal Free Shop | e8ed75c3-d472-471f-b79d-b6d122f49879,35210410000141,OKP Nepal Free Shop
LUMOSBET | 44708338000178,44708338000178,LUMOSBET
H. R. MARTINS - EPP | 12004779000100,12004779000100,H. R. MARTINS - EPP
SAMPAMEO LTDA | 52015741000140,52015741000140,SAMPAMEO LTDA
OKP Betgoals | 691893bb-61b7-492d-a107-709c1d49f10b,35210410000141,OKP Betgoals
pixs cobranca e servicos em tecnologia s.a | 16443225-0491-4d13-bc43-d41cc3c83f3b,40953545000137,pixs cobranca e servicos em tecnologia s.a
BET DA SORTE - DECOLA OPERATIONS | 22443203000195,22443203000195,BET DA SORTE - DECOLA OPERATIONS
Aposta 1 LTDA | devolucao@aposta1.com,55258645000110,Aposta 1 LTDA
FC ENTRETENIMENTO ESPORTIVO LTDA | 55155523000107,55155523000107,FC ENTRETENIMENTO ESPORTIVO LTDA
ApostaRaiz LTDA | 922c1741-ca23-4053-9016-424983a8ccd7,57839076000122,ApostaRaiz LTDA
Dynamic Pay Pagamentos LTDA | ac773381-c30d-4db0-8e6a-71221748c3b2,54767634000101,Dynamic Pay Pagamentos LTDA
PAY2FREE SOLUCOES EM SISTEMAS E PAGAMENTOS | d9aed099-f5e1-46ce-a36a-bbb1ae8b9c5e,44478318000158,PAY2FREE SOLUCOES EM SISTEMAS E PAGAMENTOS
ROCKET PAGO LTDA | 88ddb965-6619-439c-865f-646f46c9253e,57252890000146,ROCKET PAGO LTDA
LIVEPIX LTDA | 2fc8fd02-fa45-4ff3-80a4-1c2f3439231b,43192126000118,LIVEPIX LTDA
AK FINTECH SOLUTIONS LTDA (SKY) | 55781283000148,55781283000148,AK FINTECH SOLUTIONS LTDA (SKY)
ZALKA PAGO LTDA | 55864118000150,55864118000150,ZALKA PAGO LTDA
ALL BETS | a3ec117b-34b0-46d9-b628-78d6c4f2f2f0,93138451000170,ALL BETS
Ana Gaming Brasil SA | d14422cb-a7d2-474c-810e-b89e20c45a90,55933850000134,Ana Gaming Brasil SA
BLISS PAGAMENTOS LTDA | 073fdd3e-c0b6-4c87-adda-f4f7d64c2151,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 1a797631-bdb4-498f-9a6f-5f3091ee6e0b,31172740000139,BLISS PAGAMENTOS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 2ca18e12-def7-44a8-af5a-9ba3b37a80b4,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
GOLDEN PIG TECNOLOGIA LTDA | 49408e64-ef0d-48dd-8ffd-02d90725120e,57483876000153,GOLDEN PIG TECNOLOGIA LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 3f5fb89f-3e18-42da-ba8b-81b48913cfde,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
ANA GAMING BRASIL SA | 71d2d30f-5f25-4224-89cb-3a521305b336,55933850000134,ANA GAMING BRASIL SA
VIRTUAL SOLUCOES EM TECNOLOGIA LTDA | a6e9ecd9-371f-4b7f-a21c-d7e4ea0e27ac,46481607000131,VIRTUAL SOLUCOES EM TECNOLOGIA LTDA
Okto Tech Ltda. | 634fb852-7ca1-4e4b-908b-eae9dc5e797c,51583189000123,Okto Tech Ltda.
POWERFULL TECNOLOGIA LTDA | 53391482-bd5f-4f54-aead-39e592ffd390,49440778000100,POWERFULL TECNOLOGIA LTDA
RR PARTICIPACOES E INTERMEDIACOES DE NEGOCIOS SA | edd98b24-9bb7-48f5-9512-ee8a883eeb24,23159703000162,RR PARTICIPACOES E INTERMEDIACOES DE NEGOCIOS SA
HAPPY PAGO LTDA | 3f8bd660-016a-48c4-b49e-ff315a69acfc,55328878000142,HAPPY PAGO LTDA
Hkp Bank Happy Pago Ltda                           | beb5e2c0-9147-448c-a1cc-d010acae412c,55328878000142,Hkp Bank Happy Pago Ltda
PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA LTDA | 5ce4141a-50e1-4285-bc5a-4597dcc707eb,46261360000148,PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA LTDA
Ana Gaming Brasil SA | 55933850000134,55933850000134,Ana Gaming Brasil SA
PLAYFLOW PROCESSADORA DE PAGAMENTOS LTDA | f73c8806-505a-4eb9-938b-da5a7b16d509,55898539000100,PLAYFLOW PROCESSADORA DE PAGAMENTOS LTDA
STARPAYMENT INSTITUICAO DE PAGAMENTO LTDA | 067e9be8-7aee-4252-946e-e352a061be12,53498620000169,STARPAYMENT INSTITUICAO DE PAGAMENTO LTDA
Safepag Pagamentos SA | 31944425000182,31944425000182,Safepag Pagamentos SA
BIGBANG INSTITUICAO DE PAGAMENTO LTDA | 35795575000122,35795575000122,BIGBANG INSTITUICAO DE PAGAMENTO LTDA
Be2Bank Ltda | 25009296000132,25009296000132,Be2Bank Ltda
Hkppay Gateway LTDA | 55132663000151,55132663000151,Hkppay Gateway LTDA
HKP PAY PAGAMENTOS LTDA | 201a890f-6015-455d-a458-8356df5d3c66,52648605000197,HKP PAY PAGAMENTOS LTDA
Hkp Pay Pagamentos Ltda                            | 5bb22812-92a8-44cc-a321-1c039405d79b,52648605000197,Hkp Pay Pagamentos Ltda
OPP SERVICOS FINANCEIROS E COB | 82003cee-dffd-4a0a-a575-b9583cfb1367,16944045000154,OPP SERVICOS FINANCEIROS E COB
Pixcred | ef1724b4-e862-4cee-acef-d9d9fc96e914,42510062000193,Pixcred
rmt | 56349116000195,56349116000195,rmt
BLISS PAGAMENTOS LTDA | 43e5156c-542c-481d-ae5a-79a9d2deea5a,31172740000139,BLISS PAGAMENTOS LTDA
SAFE WAY GESTAO DE RECURSOS FINANCEIROS LTDA | 473a050d-69ed-42f9-9ef1-45657ac6e341,40033405000140,SAFE WAY GESTAO DE RECURSOS FINANCEIROS LTDA
Okto Pagamentos S.A. | f7d3272b-24eb-44d6-839d-11ce2ed5b245,44783669000172,Okto Pagamentos S.A.
EA ENTRETENIMENTO E ESPORTES LTDA | d8d5831e-0508-4683-8fb8-3c1cc25c5e7d,53570592000143,EA ENTRETENIMENTO E ESPORTES LTDA
HIPER PAY LTDA | 1a73e3c5-cc47-4dc1-90f5-472f3245f83b,46895208000117,HIPER PAY LTDA
H2 SPORTS NV | 17840bd0-fa3e-4689-8496-2aaf8bffdf81,26264220000116,H2 SPORTS NV
BLISS PAGAMENTOS LTDA | d2236bfc-8784-4a68-8ef7-e0e9da0cb7a0,31172740000139,BLISS PAGAMENTOS LTDA
CASH PAY MEIOS DE PAGAMENTO LTDA | 48689840000130,48689840000130,CASH PAY MEIOS DE PAGAMENTO LTDA
F7 JOGOS LTDA | 46032f22-186d-4c26-bbc1-0cbbdfa1e0e1,57972577000182,F7 JOGOS LTDA
NEXT | 49458283000109,49458283000109,NEXT
Ycfshop Tecnologia Em Ecommerce Ltda | 46558143000114,46558143000114,Ycfshop Tecnologia Em Ecommerce Ltda
Okto Tech Ltda. | 8545e6b7-d203-4382-9731-ba036a3119c1,51583189000123,Okto Tech Ltda.
ONEKEY PAYMENTS IP SA | 35210410000141,35210410000141,ONEKEY PAYMENTS IP SA
VIRTUALPAY INTERMEDIADOR DE PAGAMENTOS | 46481607000131,46481607000131,VIRTUALPAY INTERMEDIADOR DE PAGAMENTOS
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 5f634da7-b483-452d-90a7-96c97f1f7635,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | 45d68f67-30fb-48cc-bc85-6af83b21d5d3,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
okto tech ltda. | 7f342a64-e682-4324-b9c4-497d980c528d,51583189000123,okto tech ltda.
SELECT OPERATIONS LTDA | b7634b4f-fc42-4908-abe3-b1cf9e6560c5,56875122000186,SELECT OPERATIONS LTDA
SEGURO BET LTDA. | b36344f2-764b-436b-933e-070e8577133e,56268974000105,SEGURO BET LTDA.
Wudi pay Correspondente de Instituicao Financeira Ltda | 18490448000104,18490448000104,Wudi pay Correspondente de Instituicao Financeira Ltda
BLISS PAGAMENTOS LTDA | 59d91c8d-7581-43cd-935b-6a8283264188,31172740000139,BLISS PAGAMENTOS LTDA
ROCKET PAGO LTDA | a97c3e73-9816-4be8-b978-58798ccd79b7,57252890000146,ROCKET PAGO LTDA
BETBET SOLUCOES TECNOLOGICAS SA | ad902d21-b24f-41e3-af15-800e815c9daa,53274124000121,BETBET SOLUCOES TECNOLOGICAS SA
PIXBET SOLUÇÕES TECNOLOGICAS LTDA | bbaffe19-5873-409e-af7c-82ba7e9d1498,40633348000130,PIXBET SOLUÇÕES TECNOLOGICAS LTDA
POWERFULL TECNOLOGIA LTDA | a1acaf8b-ca9c-4ff9-ad26-bd612295e801,49440778000100,POWERFULL TECNOLOGIA LTDA
BLISS PAGAMENTOS LTDA | 1f7d5d92-dd56-40d1-94e5-3eac5d7a495d,31172740000139,BLISS PAGAMENTOS LTDA
SUPREMA BET | 49238df7-e7ec-432f-8619-68b6b97cbead,56183358000151,SUPREMA BET
LCT | eb07c44a-4ca5-413d-812a-33b8e860a112,31023573000164,LCT
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | f5da0fa5-f8ba-4286-84c2-28f79afd3845,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
SAFEPAG | 6ffcef62-65cd-4a8d-8306-33dacdb51163,31944425000182,SAFEPAG
MAXIMUS INTERMEDIAÇÃO E NEGOCIOS LTDA | 46574494000119,46574494000119,MAXIMUS INTERMEDIAÇÃO E NEGOCIOS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 5a07f060-ecf8-47c1-8361-f6074b343b9d,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
Okto Tech Ltda. | 79d52672-7ba8-4ca3-b5ee-1b378d7a5eae,51583189000123,Okto Tech Ltda.
OKPAYMENTS Soluções Digitais Ltda | 22443203000276,22443203000276,OKPAYMENTS Soluções Digitais Ltda
BLISS PAGAMENTOS LTDA | 6f508677-f7f1-4094-bd02-c2926ae6107c,31172740000139,BLISS PAGAMENTOS LTDA
H2 LICENSED | 91331b80-d4ad-436d-ac51-bc43864c7c01,56303755000110,H2 LICENSED
PUSKAS BET ADMINISTRADORA DE APOSTAS ESPORTIVAS LTDA | 4218ff77-7db6-42a5-a248-fbf74116a8f1,10953721000170,PUSKAS BET ADMINISTRADORA DE APOSTAS ESPORTIVAS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | b2ba6175-9e38-4759-887e-a1f7e1646db6,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
CLEARPAY SOLUCOES FINANCEIRAS LTDA | 844caac0-6c42-481f-82d5-41a73bcb1741,56907517000113,CLEARPAY SOLUCOES FINANCEIRAS LTDA
LOGAME DO BRASIL LTDA | d8e84b71-3a12-4e88-a544-1c58d4d1ece5,56349116000195,LOGAME DO BRASIL LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 455b1d3d-ebfd-48fd-97c3-2be1e0de7c16,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
SIMPLES PAY MEIOS PAGAMENTO LTDA | a6ada95a-d538-464d-a879-8e7ebc951b8b,50788431000132,SIMPLES PAY MEIOS PAGAMENTO LTDA
NVBT GAMING LTDA | 50587712000127,50587712000127,NVBT GAMING LTDA
IS2B  Integrated Solutions to Business SA | 40033405000140,40033405000140,IS2B  Integrated Solutions to Business SA
CONNEX SERVICOS DE PROCESSAMENTO LTDA | 407b3b4b-a949-4b3d-ae38-acad3737a029,68990019000166,CONNEX SERVICOS DE PROCESSAMENTO LTDA
ZRO INSTITUICAO DE PAGAMENTO S.A. | f1bdfcc4-1792-4a05-883f-560b95c72bf4,26264220000116,ZRO INSTITUICAO DE PAGAMENTO S.A.
STARTBET | 56441713000145,56441713000145,STARTBET
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 81889aae-2ac6-409c-9072-057ef77ca529,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
ALL BETS | 0297894a-19ab-4da1-906a-d4deecd65422,93138451001223,ALL BETS
ANA GAMING BRASIL SA | 86715644-9e92-4204-ad33-9bc956e40881,55933850000134,ANA GAMING BRASIL SA
Sabiá Administração | 04426418000116,4426418000116,Sabiá Administração
MAXIMUS | dd868b4f-cf47-4b0c-a013-0c58be6446e1,46574494000119,MAXIMUS
LBBR APOSTAS DE QUOTA FIXA LIMITADA | 56441713000145,56441713000145,LBBR APOSTAS DE QUOTA FIXA LIMITADA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 66042484-1210-477d-8834-369bf9c255fd,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
YE  PAY SERVICOS FINANCEIROS LTDA | 57020169000120,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
Brapay | b58054d7-8f9c-46ce-aced-623a2431828b,49138107000190,Brapay
ALL BETS | adf10525-54a4-49cb-b10f-1bd8a838edcc,93138451000170,ALL BETS
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 2bd202ba-d41a-43d7-9dda-51a8bdb07b3d,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 2ac0b16f-122f-475c-b07d-e3d412762934,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
Big Bang Instituição de Pagamento Ltda | d87db3d7-175e-4091-b161-07ac9c4f9ab2,35795575000122,Big Bang Instituição de Pagamento Ltda
SECURELINK CONSULTORIA FINANCEIRA LTDA | ef2de4e5-898d-434a-8a26-1b93a538ebf5,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
Wudi pay Correspondente de Instituicao Financeira Ltda | 924c714e-c435-4f8d-a9d9-bf89de529e81,18490448000104,Wudi pay Correspondente de Instituicao Financeira Ltda
Suitpay Instituicao De Pagamentos Ltda | 37d1c398-a8e6-4797-a396-02c8d0045a1b,38333425000195,Suitpay Instituicao De Pagamentos Ltda
ALL BETS APOSTAS ESPORTIVAS LTDA | 32f00114-386c-4e84-a2b7-2872dfd36d91,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
ALL BETS APOSTAS ESPORTIVAS LTDA | e8594e2e-5aab-44c3-94ab-71363b0f41e6,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
Okto Pagamentos S.A. | 999d2213-a666-429b-b057-5c7907faacdf,44783669000172,Okto Pagamentos S.A.
ALL PAY MEIOS DE PAGAMENTO LTDA | 72f1dfd7-e903-4f44-85cf-c793b0b7f5c0,52371202000143,ALL PAY MEIOS DE PAGAMENTO LTDA
